language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,7769a443fc9b6cbc,MAT.1.11,"Josias engendra Jéchonias et ses frères, au temps de la déportation à Babylone.",Aushi,Elo Yosiya naye epakuba wishi lyakwa Yekoniya na bawabo panuma ya kusendwa bunkole ku Babiloni.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,890cb659a71723cd,MAT.1.12,"Après la déportation à Babylone, Jéchonias engendra Salathiel; Salathiel engendra Zorobabel;.",Aushi,Yekoniya naye afyele Shealiteli panuma ya ku sendwa bunkole ku Babiloni. Shealiteli afyele Selubabele.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,8892808baed32971,MAT.1.13,Zorobabel engendra Abiud; Abiud engendra Éliakim; Éliakim engendra Azor;.,Aushi,"Selubabele afyele Abihudi, Abihudi afyele Elyakimu elo Elyakimu naye epakufyala Asoli.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,9284c479184dcc58,MAT.1.14,Azor engendra Sadok; Sadok engendra Achim; Achim engendra Éliud;.,Aushi,Asoli afyele Sadoki. Sadoki afyele Akimu elo Akimu naye epakufyala Elyudi.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,86ca4486c2f9564a,MAT.1.15,Éliud engendra Éléazar; Éléazar engendra Matthan; Matthan engendra Jacob;.,Aushi,"Elyudi afyele Elyesa, Elyesa e wishi lyakwa Matani. Matani afyele Yakobo.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,30d84461bc4dee77,MAT.1.16,"Jacob engendra Joseph, lépoux de Marie, de laquelle est né Jésus, qui est appelé Christ.",Aushi,"Yakobo naye ewafyele Yosefu muka Maliya nyina lyakwa Yesu uyo bakuuta ati, Klistu.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,2dc5329624807427,MAT.1.17,"Il y a donc en tout quatorze générations depuis Abraham jusquà David, quatorze générations depuis David jusquà la déportation à Babylone, et quatorze générations depuis la déportation à Babylone jusquau Christ.",Aushi,Ekyo inkulo shonse ukutampila fye pali Ablahamu ukushinta pali Davidi shaba ikumi limo na shine. Kabili ukufuma kuli Davidi ukushinta fye na ku kusendwa bunkole ku Babiloni napo pali nkulo ikumi limo na shine. Kabili ukutampila panshita ya muli bunkole ukushinta pali Klistu napo pali pitilepo inkulo ikumi limo na shine.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,56df7e4a8c3d7837,MAT.1.18,"Voici de quelle manière arriva la naissance de Jésus-Christ. Marie, sa mère, ayant été fiancée à Joseph, se trouva enceinte, par la vertu du Saint-Esprit, avant quils eussent habité ensemble.",Aushi,"Ifi efyali ukufyalwa kwakwa Yesu Klistu. Maliya uwaishile kufyala Yesu alisongelwe kuli Yosefu. Nomba ulo tabalati kubapamo, kyalisangilwe ati Maliya alimitile ukupitila mu maka ya Mupashi wa Mushilo.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,ea9f6850761165d5,MAT.1.19,"Joseph, son époux, qui était un homme de bien et qui ne voulait pas la diffamer, se proposa de rompre secrètement avec elle.",Aushi,"Nomba ikyo Yosefu ali mololoke, tafwaile kusebanya Maliya. Alipingile fye ukumulekela mu nkaama.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,6dcc52e463f062e0,MAT.1.20,"Comme il y pensait, voici, un ange du Seigneur lui apparut en songe, et dit: Joseph, fils de David, ne crains pas de prendre avec toi Marie, ta femme, car lenfant quelle a conçu vient du Saint-Esprit;.",Aushi,"Ulo akili akotontonkanyapo, Malaika wakwa Shikulu alimubonekele kutulo mu kiloto no kumweba ati, Yosefu mwana Davidi, wiba na mwenso pakusenda Maliya pakwebati abe mukashi obe, pantu ikyo emitile kyakufuma kuli Mupashi wa Mushilo.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,5969b564ccb62a7f,MAT.1.21,"elle enfantera un fils, et tu lui donneras le nom de Jésus; cest lui qui sauvera son peuple de ses péchés.",Aushi,"Akesa kufyala umwalalume na webo ukamwinikile ati, Yesu, ikyo eukesa kupususha abantu bakwe ku membu shabo.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,dde7239cb6cb3837,MAT.1.22,Tout cela arriva afin que saccomplît ce que le Seigneur avait annoncé par le prophète:.,Aushi,Ifi fyonse fyakitikile pa kufikilisha ikyo Shikulu asobele muli kasesema ati.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,695b825f226532bf,MAT.1.23,"Voici, la vierge sera enceinte, elle enfantera un fils, Et on lui donnera le nom dEmmanuel, ce qui signifie Dieu avec nous.",Aushi,"Nakisungu akesa kwimita no kufyala umwalalume akenikwa ati, Imanueli, ili shina lyapilibwila mu kwebati, Lesa aliba pamo na fwebo.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,dcb4524145bf5eac,MAT.1.24,"Joseph sétant réveillé fit ce que lange du Seigneur lui avait ordonné, et il prit sa femme avec lui.",Aushi,"Yosefu pa kwalamuka mutulo, epakukonka fyeke fyo aebelwe kuli Malaika, no kusenda umukashi wakwe Maliya ku nganda kwakwe.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,49bf680119ca7294,MAT.1.25,"Mais il ne la connut point jusquà ce quelle eût enfanté un fils, auquel il donna le nom de Jésus.",Aushi,"Nomba tapangilepo nakwe kyupo mpaka Maliya aisa kupaapa umwana umwalalume, na Yosefu alimwinikile ne shina ati ni Yesu.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,05c85e272bb13c02,MAT.2.1,"Jésus étant né à Bethléhem en Judée, au temps du roi Hérode, voici des mages dOrient arrivèrent à Jérusalem.",Aushi,"Panuma ya kufyalwa kwakwa Yesu, mu mushi wa Betelemu, ulo imfumu Helodi yali kuteeka umusumba wa Yudea, abamano balifumine ku kabanga baishile ku Yelusalemu.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,3ba963293cbc00ff,MAT.2.2,"et dirent: Où est le roi des Juifs qui vient de naître? Car nous avons vu son étoile en Orient, et nous sommes venus pour ladorer.",Aushi,"Elo baisa kwipusha ati, Alipi uyo afyelwe, Imfumu ya Bayuda? Twalibwene ulutanda lwakwe lulisumbukile, efyo twaishila ati tumushinshimune.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,5dd54785660678c6,MAT.2.3,"Le roi Hérode, ayant appris cela, fut troublé, et tout Jérusalem avec lui.",Aushi,Imfumu Helodi pa kumfye fyo yalisakamikilwe sana pamo fye na bekashi ba mu musumba wa Yelusalemu.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,c5dd18193abc61fc,MAT.2.4,"Il assembla tous les principaux sacrificateurs et les scribes du peuple, et il sinforma auprès deux où devait naître le Christ.",Aushi,"Yalitile banshimapepo bakindami na bakafundisha ba mafunde, no kubepukisha uko Klistu ali no kufyalilwa.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,c39a11fbb0de70c8,MAT.2.5,Ils lui dirent: A Bethléhem en Judée; car voici ce qui a été écrit par le prophète:.,Aushi,"Balimwasukile ati, Ni mu mushi wa Betelemu mu kyalo kya Yudea pantu efyalembele kasesema.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,9d090591d833bcc2,MAT.2.6,"Et toi, Bethléhem, terre de Juda, Tu nes certes pas la moindre entre les principales villes de Juda, Car de toi sortira un chef Qui paîtra Israël, mon peuple.",Aushi,"Webo Betelemu wa mu kyalo kya Yuda, wi ibonati uliwakepeshapo pa misumba ya Yuda, pantu ni muli webo wine emukafuma kateeka, umukemi wa Islaeli, abantu bangi.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,a686b57b6eab5381,MAT.2.7,"Alors Hérode fit appeler en secret les mages, et senquit soigneusement auprès deux depuis combien de temps létoile brillait.",Aushi,Elo Helodi akuutile abamano mu nkaama no kwisa kumfwako palwa kashita apo ulutanda lwabonekele.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,65273abd8e9cb786,MAT.2.8,"Puis il les envoya à Bethléhem, en disant: Allez, et prenez des informations exactes sur le petit enfant; quand vous laurez trouvé, faites-le-moi savoir, afin que jaille aussi moi-même ladorer.",Aushi,"epakubatuma ku Betelemu no kubeba ati, Kabuyeni mufwailishe apo afyalilwe, elo nga mwamusanga kwisa kungebako pakwebati nandibo nkese kumushinshimuna.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,77aea2b1309da352,MAT.2.9,"Après avoir entendu le roi, ils partirent. Et voici, létoile quils avaient vue en Orient marchait devant eux jusquà ce quétant arrivée au-dessus du lieu où était le petit enfant, elle sarrêta.",Aushi,"Panuma yakumfwa kufyo imfumu yabebele, baile fye mpaka bafika apaali Umwana, epo ulutanda lwaile kwimakana.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,e51ecbdbee14fc65,MAT.2.10,"Quand ils aperçurent létoile, ils furent saisis dune très grande joie.",Aushi,Balisansamukile pakubona ulutanda.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,e4a77755b7a93c57,MAT.2.11,"Ils entrèrent dans la maison, virent le petit enfant avec Marie, sa mère, se prosternèrent et ladorèrent; ils ouvrirent ensuite leurs trésors, et lui offrirent en présent de lor, de lencens et de la myrrhe.",Aushi,"Ulo baingile mung'anda, balibwene umwana na Maliya, nyina elo bafukeme no kumushinshimuna, no kwisula ifipao fyabo no kumupeela ifyabupe fya golide, ulubani, na Muri.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,32fb355724ee07f4,MAT.2.12,"Puis, divinement avertis en songe de ne pas retourner vers Hérode, ils regagnèrent leur pays par un autre chemin.",Aushi,"Kabili ulo bakengeshiwe mu kiloto ati bekabwekela kuli Helodi, nabo pa ku bwekelamo kwabo, ba bomfeshe nshila imbi.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,631cab5987802469,MAT.2.13,"Lorsquils furent partis, voici, un ange du Seigneur apparut en songe à Joseph, et dit: Lève-toi, prends le petit enfant et sa mère, fuis en Égypte, et restes-y jusquà ce que je te parle; car Hérode cherchera le petit enfant pour le faire périr.",Aushi,"Ulo bafumine palya, malaika wakwa Shikulu alibonekele kuli Yosefu mu kiloto no kumweba ati, Alamuka, fyukileni mwense ku Egupto, webo, Umwana na nyina no kuya kwikala kulya kwine mpaka nkakwebe. Pantu Helodi ali na mapinge ya kwipayo mwana.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,34b4f78dc2846607,MAT.2.14,"Joseph se leva, prit de nuit le petit enfant et sa mère, et se retira en Égypte.",Aushi,"Epakwalamuka, ubushiku bweka no kufyusha umwana na nyina no kuya ku Egupto.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,1f9548e79e7a6c21,MAT.2.15,"Il y resta jusquà la mort dHérode, afin que saccomplît ce que le Seigneur avait annoncé par le prophète: Jai appelé mon fils hors dÉgypte.",Aushi,"Epakwikala kulya kwine mpaka ulo Helodi afwile, pa kufikilisha ikyalandilwe na Shikulu ukupitila muli bakasesema ati, Nakuutile Umwana wangi ukufuma mu Egupto.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,238685716bbf2f95,MAT.2.16,"Alors Hérode, voyant quil avait été joué par les mages, se mit dans une grande colère, et il envoya tuer tous les enfants de deux ans et au-dessous qui étaient à Bethléhem et dans tout son territoire, selon la date dont il sétait soigneusement enquis auprès des mages.",Aushi,"Imfumu Helodi pa kwiluka ati, abamano balimubepele, alifulilwe no kweba abakwipaya abana abalalume bonse mu Betelemu abali ne myaka ibili ukwisa panshi, ukukonka ne nshita aebelwepo kubamano.",verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
Aushi,auh,Aushi (Zambia source; cross-border DRC candidate),Southeastern DRC / Zambia border zone,Aushi Bible Translation Project / French Louis Segond 1910,https://preview.open.bible/bibles/aushi-bible-translation-project,2026-08-22,df73eb4b8b9bde95,MAT.2.17,"Alors saccomplit ce qui avait été annoncé par Jérémie, le prophète:.",Aushi,Epakufikilisha ikyalandilwe na kasesema Yelemiya ati.,verse,religious,CC BY-SA 4.0,verified_source,cross_border_variety;below_1500_target,Aushi edition provided by The Word for the World International for Zambia; aligned with public-domain French Segond 1910.
